species,photo,rock#,rock.circumference
rand,1106,10,3
rand,1101,10,3
rand,1096,10,5.5
rand,1091,10,2.5
rand,1086,10,3
rand,1081,10,4
rand,1076,10,2.5
rand,1071,10,3
rand,1066,10,4
rand,1061,10,NA
rand,1056,10,2
rand,1050,10,3
rand,1045,10,1.5
rand,1040,10,2.5
rand,1035,10,2
rand,1030,10,4.5
rand,1025,10,3.5
rand,1020,10,5
rand,1015,10,NA
rand,1010,10,NA
rand,1004,10,1.5
rand,46-NST,10,1
rand,45-NST,10,5.5
rand,44-NST,10,1
rand,43-NST,10,NA
rand,42-NST,10,2
rand,41-NST,10,3
rand,40-NST,10,2.5
rand,39-NST,10,1
rand,38-NST,10,3.5
rand,37-NST,10,5.5
rand,36-NST,10,2
rand,35-NST,10,3
rand,34-NST,10,3.5
rand,33-NST,10,5
rand,32-NST,10,1
rand,31-NST,10,0.5
rand,30-NST,10,4
rand,29-NST,10,4.5
rand,28-NST,10,5
rand,27-NST,10,2
rand,26-NST,10,4.5
rand,20-NST,10,3
rand,19-NST,10,NA
rand,18-NST,10,NA
rand,17-NST,10,NA
rand,16-NST,10,4.5
rand,15-NST,10,NA
rand,14-NST,10,1
rand,13-NST,10,1
rand,12-NST,10,NA
rand,11-NST,10,6.5
rand,10-NST,10,4
rand,9-NST,10,4.5
rand,8-NST,10,NA
rand,7-NST,10,2.5
rand,6-NST,10,4.5
rand,5-NST,10,0.5
rand,4-NST,10,2
rand,3-NST,10,1.5
rand,2-NST,10,5.5
rand,1-NST,10,1
rand,P1210832,10,NA
rand,P1210827,10,NA
rand,P1210821,10,2
rand,P1210816,10,NA
rand,P1210811,10,NA
rand,P1210806,10,NA
rand,P1210801,10,NA
rand,P1210796,10,NA
rand,P1210790,10,2
rand,P1210785,10,3.5
rand,P1210773,10,4
rand,P1210763,10,5
rand,P1210758,10,4.5
rand,P1210753,10,NA
rand,P1210748,10,3.5
rand,P1210743,10,NA
rand,P1210735,10,3
rand,P1210729,10,NA
rand,P1210724,10,3
rand,P1210719,10,5
rand,P1210714,10,3
rand,P1210708,10,2.5
rand,P1210700,10,3
rand,P1210695,10,1
rand,P1210690,10,0.5
rand,P1210685,10,2
rand,P1210680,10,1.5
rand,P1210675,10,4.5
rand,P1210670,10,4
rand,P1210665,10,2
sagu,0716-NST,10,NA
sagu,0715-NST,10,1.5
sagu,0714-NST,10,NA
sagu,0713-NST,10,NA
sagu,0712-NST,10,NA
sagu,0711-NST,10,NA
sagu,0709-NST,10,NA
sagu,0708-NST,10,NA
sagu,0707-NST,10,3
sagu,0705-NST,10,NA
sagu,0703-NST,10,2.5
sagu,0704-NST,10,NA
sagu,0702-NST,10,NA
sagu,0701-NST,10,NA
sagu,0710-NST,10,NA
ltdu,0701-NST,10,0.5
ltdu,0713-NST,10,NA
ltdu,0708-NST,10,NA
ltdu,0707-NST,10,NA
ltdu,0702-NST,10,4
coei,07127-NST,10,0.5
coei,0774-NST,10,1.5
coei,0769-NST,10,4
coei,0768-NST,10,NA
coei,0763-NST,10,2
coei,07103-NST,10,4
coei,0713-NST,10,1
coei,07126-NST,10,NA
coei,07125-NST,10,1.5
coei,07124-NST,10,1.5
coei,07120-NST,10,7
coei,07119-NST,10,3
coei,0745-NST,10,5
coei,0750-NST,10,4
coei,0749-NST,10,2
coei,0738-NST,10,5
coei,0737-NST,10,2.5
coei,0735-NST,10,3.5
coei,0729-NST,10,NA
coei,0718-NST,10,NA
coei,005-NST,10,NA
coei,115-NST,10,2
arte,07279-NST,10,3
arte,07278-NST,10,NA
arte,07277-NST,10,NA
arte,07191-NST,10,3
arte,0758-NST,10,0.5
arte,0752-NST,10,3
arte,07276-NST,10,NA
arte,07275-NST,10,1.5
arte,07258-NST,10,NA
arte,07257-NST,10,2.5
arte,07243-NST,10,4
arte,07242-NST,10,NA
arte,07226-NST,10,NA
arte,07224-NST,10,2
arte,07222-NST,10,NA
arte,07219-NST,10,NA
arte,07273-NST,10,NA
arte,07272-NST,10,NA
arte,07271-NST,10,2
arte,07210-NST,10,NA
arte,07183-NST,10,NA
arte,07182-NST,10,NA
arte,07180-NST,10,5
arte,07178-NST,10,3
arte,07171-NST,10,NA
arte,07158-NST,10,NA
arte,07156-NST,10,3
arte,07154-NST,10,NA
arte,07152-NST,10,NA
arte,07148-NST,10,0.5
arte,07133-NST,10,NA
arte,07131-NST,10,5
arte,07129-NST,10,4
arte,0757-NST,10,4.5
arte,0755-NST,10,NA
arte,0718-NST,10,NA
arte,0712-NST,10,NA
arte,0709-NST,10,NA
arte,07261-NST,10,NA
arte,07201-NST,10,NA
arte,07161-NST,10,1
arte,07159-NST,10,NA
arte,07157-NST,10,0.5
arte,07144-NST,10,NA
arte,07139-NST,10,NA
arte,0730-NST,10,NA
pusa,pusa0701,10,3
ltdu,ltdu0712,10,1
coei,coei07999,10,3
coei,coei07998,10,2.5
coei,coei07997,10,2
coei,coei0794,10,0.5
coei,coei0790,10,0.5
coei,coei0702,10,1
arte,arte07998,10,0.5
arte,arte07997,10,NA
